Name	Smiles
DIHYDROROBUSTIC ACID	COc1ccc(-c2c(O)c3c(OC)c4c(cc3oc2=O)OC(C)(C)CC4)cc1
POTASSIUM ASPARTATE AND MAGNESIUM ASPARTATE	N[C@@H](CC(=O)[O-])C(=O)O.N[C@@H](CC(=O)[O-])C(=O)O.N[C@@H](CC(=O)[O-])C(=O)[O-].[K+].[K+].[Mg+2]
EUCAINE HYDROCHLORIDE	C[C@H]1C[C@@H](OC(=O)c2ccccc2)CC(C)(C)N1.Cl
VINCONATE	CCN1CCc2c3n(c4ccccc24)C(C(=O)OC)=CCC31
ASULACRINE	CNC(=O)c1cccc2c(Nc3ccc(NS(C)(=O)=O)cc3OC)c3cccc(C)c3nc12
CALCIUM GLUCEPTATE	O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Ca+2]
GLYCYRRHETINIC ACID MONOTEREPHTHALATE	CC1(C)[C@@H](OC(=O)c2ccc(C(=O)O)cc2)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C
AQUILARABIETIC ACID K	C[C@@]1(C(=O)O)CCC[C@]2(C)[C@H]3CCC(=O)CC3C(=O)C[C@@H]12
METACHROMIN W	C=C1CCCC(C)(C)C1CCc1ccc2c(c1)C(=O)C=C(OC)C2=O
NETROPSIN	Cn1cc(NC(=O)c2cc(NC(=O)CNC(=N)N)cn2C)cc1C(=O)NCCC(=N)N
FURODYSININ	CC1=C[C@H]2Cc3occc3C(C)(C)[C@H]2CC1
PAEONIN A	COCC1=CO[C@]2(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@H]1C(=O)C=C2C
BERKAZAPHILONE C	C/C=C/C1=CC2=CC(=O)[C@](C)(O)[C@H](OC(=O)c3c(C)cc(O)cc3O)[C@H]2CO1
BROMOOCTYL-3BETA-HYDROXY-URS-12-EN-28-OATE	C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)OCCCCCCCCBr)CC[C@H]1C
GUANEPOLIDE	CC(=O)O[C@H]1C[C@@](C)([C@H]2OC(=O)C[C@@H]2CO)C2=CC(=O)O[C@@H]3C[C@H]4[C@](C)(O)C=CC(=O)[C@]4(C)[C@@H]1[C@]23C
OLEANOLIC ACID GLUTARYL HEMI ESTER	CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1.O=C(O)CCCC(=O)O
BAUHINIASTATIN 2	COc1c(C)c(O)c2c(c1OC)C=Cc1c(O)cccc1O2
LAURENDECUMENYNE A	C#C/C=C\C[C@H]1O[C@@H]2C[C@H](Br)[C@@H](CC)O[C@H]1C[C@H]2OO
MONNIERISIDE E	C=C(C)C(O)Cc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2oc(CO)cc(=O)c2c1O
PTERYXIN	C/C=C(\C)C(=O)O[C@@H]1c2c(ccc3ccc(=O)oc23)OC(C)(C)[C@@H]1OC(C)=O
LYNGBYASTATIN 8	C/C=C1\NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(C)=O)C(C)C)[C@@H](C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H](Cc2ccccc2)N2C(=O)[C@H](CC[C@H]2O)NC1=O
AMMONIUM SULFATE	N.N.O=S(=O)(O)O
GALACTITOL	OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
PLATENCIN	C=C1C[C@@]23C=CC(=O)[C@@](C)(CCC(=O)Nc4c(O)ccc(C(=O)O)c4O)[C@@H]2C[C@@H]1CC3
PREUSSOCHROMONE E	COC(=O)[C@]1(O)[C@@H](O)[C@H](C)[C@H]2Oc3cccc(O)c3C(=O)[C@@H]21
EHRETIQUINONE	C=C(C)/C=C/[C@@]12C(=O)C=CC(=O)[C@@]13CC(C)=C[C@@H]2c1cc(O)ccc1O3
FIACITABINE	Nc1nc(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)cc1I
DIPLOCELINE	C/C=C1/C[N+]2(C)CCc3c([nH]c4ccccc34)C2CC1C(CO)C(=O)OC
BURTTINONEDEHYDRATE	C=C(C)/C=C/c1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc(CC=C(C)C)c1OC
VALNIVUDINE	CCCCCc1ccc(-c2cc3cn([C@H]4C[C@H](O)[C@@H](COC(=O)[C@@H](N)C(C)C)O4)c(=O)nc3o2)cc1
DAWOENSIN A	C=C1C(=O)[C@]23C[C@H]1C[C@H](O)[C@H]2[C@]1(C)CC[C@H](OC(C)=O)C(C)(C)[C@H]1[C@@H](OC(C)=O)[C@@H]3OC(C)=O
ETROGOL	CC(C)=CCOc1ccc(CCO)cc1
BENZALKONIUM	CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1
SALANNOBUTYROLACTONE	C/C=C(\C)C(=O)O[C@H]1C[C@@H](OC(C)=O)[C@@]2(C)CO[C@H]3[C@H]4O[C@@H]5C[C@@H](C6=CCOC6=O)C(C)=C5[C@@]4(C)[C@H](CC(=O)OC)[C@]1(C)[C@@H]32
HEXANAL	CCCCCC=O
PLADIENOLIDE B	CC[C@H](O)[C@@H](C)[C@H]1O[C@@H]1C[C@H](C)/C=C/C=C(\C)[C@H]1OC(=O)C[C@H](O)CC[C@@](C)(O)[C@@H](OC(C)=O)CC[C@@H]1C
IODOCOMBSTATIN	COc1ccc(/C=C\c2cc(I)c(OC)c(OC)c2)cc1O
PIMARIC ACID	C=C[C@@]1(C)C=C2CC[C@H]3[C@](C)(C(=O)O)CCC[C@]3(C)[C@H]2CC1
NEGOMBATOPEROXIDE A	C/C(=C\CC[C@]1(C)CC[C@H]([C@@H](C)C(=O)O)OO1)CCC12OC1(C)CCCC2(C)C
PIRENZEPINE HYDROCHLORIDE	CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1.Cl.Cl
CARBAMIC ACID	NC(=O)O
CLAULANSINE J	COc1cc2c(cc1O)[nH]c1cc(O)c(C=O)cc12
PUTRESCINE DIHYDROCHLORIDE	Cl.Cl.NCCCCN
SAFROLGLYCOL	OCC(O)Cc1ccc2c(c1)OCO2
AMINOPENTAMIDE SULFATE	CC(CC(C(N)=O)(c1ccccc1)c1ccccc1)N(C)C
IBERDOMIDE	O=C1CC[C@H](N2Cc3c(OCc4ccc(CN5CCOCC5)cc4)cccc3C2=O)C(=O)N1
TETRAZOLIUM BLUE CHLORIDE	COc1cc(-c2ccc(-n3nc(-c4ccccc4)n[n+]3-c3ccccc3)c(OC)c2)ccc1-n1nc(-c2ccccc2)n[n+]1-c1ccccc1.[Cl-].[Cl-]
TSCHIMGANIDIN	COc1cc(C(=O)O[C@H]2C/C(C)=C/CC/C(C)=C/[C@H](O)[C@@H]2C(C)C)ccc1O
NEODYSIDENIN	C[C@@H](CC(=O)N[C@@H](C[C@H](C)C(Cl)(Cl)Cl)C(=O)N(C)[C@H](C)c1nccs1)C(Cl)(Cl)Cl
DIMETHYL PORICOATE A	C=C(CC[C@@H](C(=O)OC)[C@H]1[C@H](O)C[C@@]2(C)C3=CC[C@@H](C(=C)C)[C@](C)(CCC(=O)OC)C3=CC[C@]12C)C(C)C
ACETYLLEUCINE	CC(=O)NC(CC(C)C)C(=O)O
PENICILLENOL C2	C/C=C/CCCC(C)/C(O)=C1\C(=O)[C@@H]([C@@H](C)O)N(C)C1=O
SAMIXOGREL	O=C(O)CCC/C=C(\c1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1)c1cccnc1
PIROMIDIC ACID	CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21
AMBUTONIUM	CC[N+](C)(C)CCC(C(N)=O)(c1ccccc1)c1ccccc1
RUBIYUNNANIN G	C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@@H]2Cc3ccc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(c3)Oc3ccc(cc3)C[C@@H](C(=O)N2C)N(C)C(=O)[C@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C1=O
OZOLINONE	CN1C(=O)C(N2CCCCC2)S/C1=C\C(=O)O
AZD-1152-HQPA	CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1
4-METHOXYL-2',4',6'-TRIHYDROXYCHALCONE	COc1ccc(/C=C/C(=O)c2c(O)cc(O)cc2O)cc1
NUTTINGIN B	C/C(=C/C(=O)CC(C)C)CCC/C(C)=C/CC/C(C)=C/Cn1cnc2c1c(=O)n(C)c(=O)n2C
LOXOTHYRIN A	C=C1C(=O)[C@]23C[C@H]1C[C@@H](O)[C@H]2[C@]1(COC3=O)[C@@H](OC(C)=O)CC[C@@](C)(COC(C)=O)[C@H]1C=O
LONIJAPOSIDE I	C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)[O-])[C@H]1/C=C/c1ccc[n+](CCO)c1
EPIKATONIC ACID	CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2CC=C2[C@H]3C[C@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C
WILFORGINE	CC(=O)OC[C@]12[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]3[C@@H](OC(C)=O)[C@@]14O[C@@]3(C)COC(=O)c1cccnc1CCC(C)C(=O)O[C@@H]([C@H](OC(=O)c1ccco1)[C@@H]2OC(C)=O)[C@]4(C)O
PENTOXAZONE	CC(C)=C1OC(=O)N(c2cc(OC3CCCC3)c(Cl)cc2F)C1=O
VNEZUELINE F	CC(=O)Nc1cc(COCc2ccc(O)c(NC(C)=O)c2)ccc1O
CATHINONE	C[C@H](N)C(=O)c1ccccc1
NAPHTHAZALIN	O=C1C=CC(=O)c2c(O)ccc(O)c21
INTEGRACIDE A	C=C(CC[C@@H](C)[C@H]1CC=C2C3=C([C@@H](O)[C@H](OC(C)=O)[C@@]21C)[C@@]1(C)C[C@@H](O)[C@H](OS(=O)(=O)O)C(C)(C)[C@@H]1CC3)C(C)C
DYRENE	Clc1nc(Cl)nc(Nc2ccccc2Cl)n1
EPIPOLYGODIAL	CC1(C)CCC[C@]2(C)[C@H](C=O)C(C=O)=CC[C@@H]12
EMPETRIFERDINOL	CCC(C)C(=O)c1c(O)cc(O)c2c1O[C@]1(C)CC[C@@H](O)C(C)(C)[C@H]1C2
LOBENZARIT SODIUM	O=C([O-])c1ccccc1Nc1cc(Cl)ccc1C(=O)[O-].[Na+].[Na+]
MANZACIDIN A	C[C@]1(COC(=O)c2cc(Br)c[nH]2)C[C@@H](C(=O)O)N=CN1
MACROCARPIN A	COC(=O)[C@@]1(C)C[C@@H]2[C@@](C)(CC[C@]3(C)C4CC(=O)c5c(cc(O)c(O)c5C=O)[C@]4(C)CC[C@@]23C)CC1=O
COLURACETAM	Cc1oc2nc3c(c(NC(=O)CN4CCCC4=O)c2c1C)CCCC3
TRIMEPERIDINE	CCC(=O)OC1(c2ccccc2)CC(C)N(C)CC1C
CHANGROLIN	Oc1c(CN2CCCC2)cc(Nc2ncnc3ccccc23)cc1CN1CCCC1
BENZOPHENONE	O=C(c1ccccc1)c1ccccc1
LONIJAPOSIDE J	C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1/C=C/c1ccc[n+](CCO)c1.[Cl-]
IMIDAZOLE ACETIC ACID	O=C(O)Cc1c[nH]cn1
RITODRINE	C[C@H](NCCc1ccc(O)cc1)[C@H](O)c1ccc(O)cc1
DIPHENYLETHER	c1ccc(Oc2ccccc2)cc1
METHYLCYCLOPENTANE	CC1CCCC1
CAMBENDAZOLE	CC(C)OC(=O)Nc1ccc2[nH]c(-c3cscn3)nc2c1
RO-54864	CN1C(=O)CN=C(c2ccc(Cl)cc2)c2cc(Cl)ccc21
OXILOFRINE	CNC(C)C(O)c1ccc(O)cc1
alpha-CYANO-4-HYDROXYCINNAMIC ACID	N#C/C(=C\c1ccc(O)cc1)C(=O)O
KAEMPFERIDE	COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1
ORTHOCRESOL	Cc1ccccc1O
GALGRAVIN	COc1ccc([C@H]2O[C@@H](c3ccc(OC)c(OC)c3)[C@H](C)[C@@H]2C)cc1OC
D-ALANINE	C[C@@H](N)C(=O)O
TIPRENOLOL	CSc1ccccc1OCC(O)CNC(C)C
ISOORIENTIN PERACETATE	CC(=O)OC[C@H]1O[C@@H](c2c(OC(C)=O)cc3oc(-c4ccc(OC(C)=O)c(OC(C)=O)c4)cc(=O)c3c2OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
CARMETHIZOLE HYDROCHLORIDE	CNC(=O)OCc1nc(SS(C)(C)C)n(C)c1COC(=O)NC.Cl
4-(1-ADAMANTYLTHIO)-2-PHENYLPYRIDINE	c1ccc(-c2cc(SC34CC5CC(CC(C5)C3)C4)ccn2)cc1
CONIINE	CCC[C@H]1CCCCN1
OXYRIDAZINE	COc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
DIHYDROGUAIARETIC ACID	COc1cc(CC(C)C(C)Cc2ccc(O)c(OC)c2)ccc1O
GLUTETHIMIDE	CCC1(c2ccccc2)CCC(=O)NC1=O
2,3-DIBROMOPROPANOL	OCC(Br)CBr
ANTHOPTILIDE C	CCC(=O)O[C@@H]1CC/C(C)=C\[C@@H]2OC(=O)C(C)=C2C[C@H]2C(C)=CC(=O)[C@H](OC(C)=O)[C@@]21C
GW780159X	Nc1nc(-c2cccc(Cl)c2)c(-c2ccc3ncccc3n2)s1
ERIOCHROME CYANINE R	CC1=C/C(=C(/c2cc(C)c(O)c(C(=O)[O-])c2)c2ccccc2S(=O)(=O)[O-])C=C(C(=O)[O-])C1=O.[Na+].[Na+].[Na+]
J-113,397	CCn1c(=O)n([C@@H]2CCN(CC3CCCCCCC3)C[C@H]2CO)c2ccccc21
MARPHENOL C	COc1cc(C(O)C(C(=O)O)C(CO)CO)ccc1O
MARLIGNAN S	COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1O)OCO3)[C@H](OC)[C@@H](C)[C@@H](C)C2
FLUTROPIUM	C[N+]1(CCF)[C@H]2CC[C@@H]1C[C@H](OC(=O)C(O)(c1ccccc1)c1ccccc1)C2
GAMMA-THUJAPLICIN	CC(C)c1ccc(O)c(=O)cc1
DEXOXADROL	c1ccc(C2(c3ccccc3)OC[C@H]([C@@H]3CCCCN3)O2)cc1
INDOLE-3-BUTYRIC ACID	O=C(O)CCCc1c[nH]c2ccccc12
[18F]FLUSPIDINE	[17F]CCC1OC2(CCN(Cc3ccccc3)CC2)c2ccccc21
PARVIFOLINE H	C=C1C(=O)[C@]23C[C@H]1C[C@H](OC(C)=O)[C@H]2[C@@]12CO[C@@]3(O)[C@@H](O)[C@@H]1C(C)(C)CC[C@@H]2O
FLUNARIZINE DIHYDROCHLORIDE	Cl.Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1
ATHEROSPERMININE HCLO4	COc1cc(CCN(C)C)c2ccc3ccccc3c2c1OC.[O-][Cl+3]([O-])([O-])O
6-METHOXY-3,7-DIMETHYLISOCHROMAN-8-OL	COc1cc2c(c(O)c1C)COC(C)C2
NOMILIN	CC(=O)O[C@H]1CC(=O)OC(C)(C)[C@@H]2CC(=O)[C@]3(C)[C@H](CC[C@@]4(C)[C@@H](c5ccoc5)OC(=O)[C@H]5O[C@]543)[C@@]12C
KHRINONE E	COc1ccc(-c2coc3cc(O)ccc3c2=O)c(OC)c1O
PTERINE	Nc1nc2nccnc2c(=O)[nH]1
CHLOROHALOPERIDOL	O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(Cl)cc1
IODIPAMIDE	O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I
ALPHA-KETOGLUTARIC ACID	O=C(O)CCC(=O)C(=O)O
AMINO(PHENYL)METHYL(HYDROXY(PHENYL)METHYL)PHOSPHINIC ACID	NC(c1ccccc1)P(=O)(O)C(O)c1ccccc1
METHYL CARBAMATE	COC(N)=O
DIFLOXACIN HYDROCHLORIDE	CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1.Cl
XYLOMETAZOLINE HYDROCHLORIDE	Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1.Cl
(+/-)-ROEMREFIDINE	C[N+]1(C)CCc2cc3c(c4c2C1Cc1ccccc1-4)OCO3
MARPHENOL D	COc1cc(C(O)C(C(=O)O)C(CO)CO)cc(O)c1OC
MARLIGNAN M	COc1cc2c(c(OC)c1O)-c1c(cc(OC)c(OC)c1OC)C[C@H](C)[C@H](C)[C@H]2O
NAKIJIQUINONE F	COC(=O)c1cc(C[C@]2(C)[C@@H](C)CC[C@]3(C)C(C)=CCC[C@H]32)c(O)c(NC2=CC(=O)C(O)=C(C[C@]3(C)[C@@H](C)CC[C@]4(C)C(C)=CCC[C@H]43)C2=O)c1O
MARLIGNAN P	COc1c2c(cc3c1-c1c(cc4c(c1O)OCO4)C[C@H](C)[C@H](C)[C@H]3OC)OCO2
MARLIGNAN R	COc1cc2c(c(O)c1OC)-c1c(cc3c(c1OC)OCO3)[C@H](OC)[C@@H](C)[C@@H](C)C2
8,8-DIMETHYLCANADINE	COc1ccc2c(c1OC)C(C)(C)N1CCc3cc4c(cc3C1C2)OCO4
BETA-PELTATIN A	COc1cc([C@@H]2c3cc4c(c(O)c3C[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC
PHENYLTOLOXAMINE	CN(C)CCOc1ccccc1Cc1ccccc1
BAMIFYLLINE HYDROCHLORIDE	CCN(CCO)CCn1c(Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C.Cl
DIETHYL SULFIDE	CCSCC
GW807982X	CCOc1ccc2c(-c3ccnc(Nc4cc(OC)cc(C(F)(F)F)c4)n3)cnn2n1
GW833373X	Cc1ccc2c(-c3ccnc(Nc4ccccc4)n3)c(-c3ccc(F)cc3)nn2n1
FORMETOREX	CC(Cc1ccccc1)NC=O
NAFCILLIN SODIUM	CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12.[Na+]
XANTHOANGELOL B	C=C(C)C(O)CC/C(C)=C/Cc1c(O)ccc(C(=O)/C=C/c2ccc(O)cc2)c1O
ILEPCIMIDE	O=C(/C=C/c1ccc2c(c1)OCO2)N1CCCCC1
GW693481X	Nc1nc(-c2ccccn2)c(-c2ccc3ncccc3n2)s1
DIPHENYLUREA	O=C(Nc1ccccc1)Nc1ccccc1
PNU-282987	O=C(N[C@H]1CN2CCC1CC2)c1ccc(Cl)cc1
BUNAZOSIN	CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1
PAMOIC ACID	O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O
GW810372X	COc1ccc2c(-c3ccnc(Nc4cccc(OC(F)(F)F)c4)n3)cnn2n1
GW827396X	COc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc(F)c(F)c3)n2)cc1
GW827102X	FC(F)(F)c1cccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)c1
NITRILOTRIACETIC ACID	O=C(O)CN(CC(=O)O)CC(=O)O
SEROTONIN HYDROCHLORIDE	Cl.NCCc1c[nH]c2ccc(O)cc12
TENACIBACTIN B	CC(C)CC(=O)N(O)CCCCCNC(=O)CCC(=O)O
AMPYRONE	Cc1c(N)c(=O)n(-c2ccccc2)n1C
2-THIOPHENECARBOXALDEHYDE OXIME	O/N=C/c1cccs1
ARBUSCULIN A	C=C1C(=O)O[C@H]2[C@H]1CC[C@@]1(C)CCC[C@@](C)(O)[C@H]21
WILFORNINE F	CC(=O)OC[C@]12[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]3[C@@H](OC(=O)c4ccccc4)[C@@]14O[C@@]3(C)COC(=O)c1cccnc1C(C)C(C)C(=O)O[C@@H]([C@H](O)[C@@H]2OC(C)=O)[C@]4(C)O
SD-0006	O=C(CO)N1CCC(c2n[nH]c(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1
HYDROXYFIMBROLIDE	CCC[C@@H](O)C1=C(Br)/C(=C\Br)OC1=O
DIOXATION	CCOP(=S)(OCC)SC1OCCOC1SP(=S)(OCC)OCC
SECOHALICHONDRAMIDE	COC(=O)c1nc(-c2nc(C(OC)C(C)C(=O)/C=C/CC(O)CC(=O)OC(CC(OC)C(C)CCC(=O)C(C)C(C/C=C/N(C)C=O)OC)C(C)CC/C=C/C(N)=O)co2)co1
IODOHIPPURATE SODIUM I 123	O=C([O-])CNC(=O)c1ccccc1[123I].[Na+]
DIPROPYL PHENYL(2-(TRIFLUOROMETHYL)BENZAMIDO)METHYLPHOSPHONATE	CCCOP(=O)(OCCC)C(NC(=O)c1ccccc1C(F)(F)F)c1ccccc1
POPULIN	O=C(OC[C@H]1O[C@@H](COc2ccccc2CO)[C@H](O)[C@@H](O)[C@@H]1O)c1ccccc1
SCR 01311	O=C(NCc1csc(-c2cccs2)n1)C1=Cc2ccccc2OC1
CALOTHRIXIN A	O=C1c2c[n+]([O-])c3ccccc3c2C(=O)c2[nH]c3ccccc3c21
8-CHLORO-5-HYDROXY-6-METHYLNAPHTHALENE-1,4-DIONE	Cc1cc(Cl)c2c(c1O)C(=O)C=CC2=O
SAMPANGINE	O=C1c2ccccc2-c2nccc3ccnc1c23
AMPHIDINOLIDE B6	C=C1/C=C(\C)[C@@H](C)C[C@H](O)CC(=O)[C@H](O)[C@@H](O)[C@H](C)C[C@H](C)OC(=O)[C@@H](C)[C@@H](O)CCCC[C@@H]2O[C@H]2C[C@H](C)C1
GRANDILOBATIN B	C/C1=C\CC[C@]2(C)O[C@H]2/C=C(/C(C)(C)O)CC[C@H](C)CC(=O)C1
PYRETHROSIN	C=C1C(=O)O[C@H]2C[C@@]3(C)O[C@@H]3CC/C(C)=C/[C@@H](OC(C)=O)[C@H]12
AGONODEPSIDE B	C/C=C(\C)c1cc(O)c(C)c(O)c1C(=O)Oc1cc(/C(C)=C/C)c(C(=O)O)c(O)c1C
HOMAXISTEROL C1	CC(C)C/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC(=O)[C@@]4(O)C[C@@H](O)CC[C@]4(C)[C@@]3(O)CC[C@@]21C
4'-CYCLOPROPYL-7',7'-DIFLUORO-5'-(6-(TRIFLUOROMETHYL)PYRIDIN-3-YLSULFONYL)-1',4',5',7'-TETRAHYDRO SPIRO[CYCLOPROPANE-1,6'-PYRAZOLO[4,3-C]PYRIDINE] (ENANTIOMERIC MIX)	O=S(=O)(c1ccc(C(F)(F)F)nc1)N1C(C2CC2)c2cn[nH]c2C(F)(F)C12CC2
DIMETHYL BOTRYDIOATE	COC(=O)[C@H]1[C@H](C)C[C@H](OC(C)=O)[C@H]2C(C)(C)C[C@](C)(C(=O)OC)[C@@]12O
DIETHYLAMINOETHANOL	CCN(CC)CCO
ASPERILIN	C=C1CC[C@@H](O)[C@]2(C)C[C@H]3OC(=O)C(=C)[C@H]3C[C@@H]12
BUTYLBENZYL	CCCCc1ccccc1
GW786460X	Cc1cccc(-c2n[nH]cc2-c2ccc3ncccc3n2)n1
CADAVERINE TARTRATE	O=C(O)C(O)C(O)C(=O)O
SINENSETIN	COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1OC
GARDENIN B	COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)c(OC)c3o2)cc1
AROMOLINE	COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1[C@H](Cc1ccc(cc1)Oc1cc(ccc1O)C[C@H]3N(C)CC2)N(C)CC4
DAURICINE	COc1cc2c(cc1OC)[C@@H](Cc1ccc(Oc3cc(C[C@@H]4c5cc(OC)c(OC)cc5CCN4C)ccc3O)cc1)N(C)CC2
HALOXYFOP	CC(Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1)C(=O)O
IOFLUBENZAMIDE	CCN(CC)CCNC(=O)c1cc(I)c(NC(=O)c2ccc(F)cc2)cc1OC
CHLORMIDAZOLE	Cc1nc2ccccc2n1Cc1ccc(Cl)cc1
15-O-BUTYLLATRUNCULIN B	CCCCO[C@]1([C@@H]2CSC(=O)N2)C[C@H]2C[C@@H](CC[C@H](C)/C=C\CC/C(C)=C\C(=O)O2)O1
TETRAHYDROTHIOPHENE	C1CCSC1
RAPACURONIUM BROMIDE	C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](OC(C)=O)[C@@H](N6CCCCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(=O)CC)CCCCC1.[Br-]
BRYODULCOSIGENIN	C[C@H](CC[C@@H](O)C(C)(C)O)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O)C4(C)C)[C@]3(C)C(=O)C[C@]12C
MELLEOLIDE D	COc1cc(O)c(C(=O)O[C@@H]2C[C@]3(C)[C@H]4[C@@H](O)C(C)(C)C[C@@]4(O)C=C(CO)[C@]23O)c(C)c1Cl
LIQUIRITIGENIN DIMETHYL ETHER	COc1ccc(C2CC(=O)c3ccc(OC)cc3O2)cc1
NIPHATOXIN C	C(=C\CCCC[n+]1cccc(C/C=C\CCCCCCc2cccnc2)c1)\CCCCCCc1cccnc1
MOMORDICOSIDE A	C[C@H]([C@H](O)[C@@H](O)[C@@H](O)C(C)(C)O)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O[C@@H]5O[C@H](CO[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O)[C@H]5O)C4(C)C)[C@]3(C)CC[C@]12C
VELARESOL	O=Cc1c(O)cccc1OCCCCC(=O)O
ACETOPHENAZINE MALEATE	CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O
BITUNGOLIDE D	CC[C@@H]1C=CC(=O)O[C@@H]1[C@H](C)C[C@@H](C)[C@@H](O)C[C@H](O)/C=C/C=C\c1cccc(O)c1Cl
MEVALONIC ACID	C[C@@](O)(CCO)CC(=O)O
CRAMBESCIDIN 800 TRIHYDROCHLORIDE	CC[C@H]1C=CCC[C@@]2(C[C@@H]3CC[C@@H]4[C@H](C(=O)OCCCCCCCCCCCCCCCC(=O)N(CCCN)C[C@@H](O)CCN)[C@]5(CCC[C@@H](C)O5)NC(=N2)N34)O1.Cl.Cl.Cl
CHLOROAZODIN	NC(/N=N/C(N)=N/Cl)=N\Cl
ORHALQUINONE	CC1=CCCC2(C)C1=C(O)C(=O)c1cc3c(cc12)C(=O)C=CC3=O
ZINOCONAZOLE	Clc1ccc(/C(Cn2ccnc2)=N\Nc2c(Cl)cccc2Cl)s1
